seqnames,start,end,width,strand,sampleID,hgncSymbol,type,pValue,padjust,psiValue,deltaPsi,counts,totalCounts,meanCounts,meanTotalCounts,nonsplitCounts,nonsplitProportion,nonsplitProportion_99quantile
chr12,132570541,132571306,766,*,RD142,FBRSL1,jaccard,1.5181e-6,0.029976,0.71,0.47,40,56,46.37,290.07,0,0,NA
chr11,66828365,66838369,10005,*,RD142,TOP6BL,jaccard,1.5228e-6,0.030041000000000002,0.8,0.71,16,20,32.07,99.51,4,0.2,NA
chr12,48679834,48681381,1548,*,RD139,KANSL2,jaccard,1.5232e-6,0.034791,0.09,-0.84,1,11,60.16,62.86,0,0,NA
chr5,1081745,1083744,2000,*,RD140,NA,jaccard,1.5242e-6,0.04824,0.07,-0.67,3,42,73.95,103.84,22,0.52,NA
chr17,3824093,3824941,849,*,RD142,NCBP3,jaccard,1.5252e-6,0.03006,1,0.79,14,14,2.09,71.87,0,0,NA
chr17,45161180,45161460,281,*,RD140,HEXIM2,jaccard,1.5263e-6,0.048271,0.78,0.77,25,32,2.13,44.48,7,0.22,NA
chr2,120253732,120278617,24886,*,RD139,RALB,jaccard,1.5275e-6,0.034833,0.43,0.39,33,77,29.54,264.98,1,0.01,NA
chr1,100274966,100275598,633,*,RD140,RTCA,jaccard,1.529e-6,0.04832,0.43,-0.52,27,63,83.42,95.28,8,0.13,NA
chr14,73148107,73160008,11902,*,RD143,PSEN1,jaccard,1.5299e-6,0.040031,0.36,0.34,20,56,1.88,148.21,0,0,NA
chr3,196393620,196402951,9332,*,RD143,UBXN7,jaccard,1.5316e-6,0.04005,0,-0.83,0,21,37.67,41.92,0,0,NA
chr1,2515718,2518163,2446,*,RD140,NA,jaccard,1.5323e-6,0.048351,0.34,-0.52,24,71,93.84,121.73,34,0.48,NA
chr17,42956505,42957137,633,*,RD140,PTGES3L-AARSD1;AARSD1,jaccard,1.5329e-6,0.048351,0.39,0.38,28,71,3.61,116.83,28,0.39,NA
chr19,49646627,49646714,88,*,RD140,SCAF1,jaccard,1.5357e-6,0.048351,0.56,-0.43,19,34,129.36,136.42,1,0.03,NA
chr2,98655521,98655661,141,*,RD140,MGAT4A,jaccard,1.5361e-6,0.048351,0.82,0.81,32,39,0.25,39.06,0,0,NA
chr12,56247611,56247686,76,*,RD140,ANKRD52,jaccard,1.537e-6,0.048351,0,-0.95,0,9,31.31,32.28,9,1,NA
chr12,105197954,105199372,1419,*,RD142,APPL2,jaccard,1.5371e-6,0.030193,0.21,-0.67,6,28,58.83,71.8,0,0,NA
chr6,157084906,157133027,48122,*,RD142,ARID1B,jaccard,1.5374e-6,0.030193,0.57,0.43,31,54,1.05,161.28,0,0,NA
chr17,2373082,2373330,249,*,RD142,SGSM2,jaccard,1.5378e-6,0.030193,0,-0.6,0,20,153.05,175.95,20,1,NA
chr3,16260830,16264768,3939,*,RD142,DPH3,jaccard,1.5378e-6,0.030193,0.89,0.59,95,107,33.55,115.75,0,0,NA
chr19,34850795,34860173,9379,*,RD142,LINC03049,jaccard,1.5407e-6,0.030236,0.93,0.8,13,14,26.37,104.7,1,0.07,NA
chr1,11029782,11030178,397,*,RD139,TARDBP;MASP2,jaccard,1.5436e-6,0.035132,0.5,0.48,12,24,4.23,138.18,12,0.5,NA
chr14,24292702,24296508,3807,*,RD139,NA,jaccard,1.544e-6,0.035132,0.37,0.36,16,43,4.84,186.01,1,0.02,NA
chr9,33167047,33177419,10373,*,RD140,B4GALT1;B4GALT1-AS1,jaccard,1.5467e-6,0.048616,0.6,0.57,18,30,6.85,123.98,12,0.4,NA
chr6,36369072,36371329,2258,*,RD142,ETV7,jaccard,1.5473e-6,0.030336,0.27,-0.68,12,44,52.24,61.07,20,0.45,NA
chr17,18314824,18314911,88,*,RD140,NA,jaccard,1.5477e-6,0.048616,1,0.97,10,10,0.64,45.39,0,0,NA
chr9,69053261,69064937,11677,*,RD143,FXN;TJP2,jaccard,1.5488e-6,0.040373,0.55,-0.44,27,49,79.84,82.34,4,0.08,NA
chr4,77774717,77776270,1554,*,RD139,CNOT6L,jaccard,1.55e-6,0.035248,0.28,-0.65,7,25,82.37,85.81,0,0,NA
chr6,170578971,170580001,1031,*,RD143,PDCD2,jaccard,1.5506e-6,0.040395,0.6,-0.37,34,57,141,156.47,15,0.26,NA
chr11,47175924,47176515,592,*,RD142,ARFGAP2,jaccard,1.5541e-6,0.030455,0.66,-0.31,39,59,239.44,249.25,0,0,NA
chr19,18122752,18123216,465,*,RD142,MAST3,jaccard,1.5565e-6,0.030473,0.5,-0.43,13,26,321.69,376.84,13,0.5,NA
chr12,48681625,48682186,562,*,RD143,KANSL2,jaccard,1.558e-6,0.040484,1,0.9,21,21,0.32,47.71,0,0,NA
chr22,44726635,44731729,5095,*,RD143,PRR5;PRR5-ARHGAP8,jaccard,1.5614e-6,0.040484,0.93,0.4,50,54,156.38,280.94,4,0.07,NA
chr7,101232915,101234277,1363,*,RD143,CLDN15,jaccard,1.5618e-6,0.040484,0.76,0.51,41,54,71.84,148.3,13,0.24,NA
chr3,138235115,138237481,2367,*,RD142,ARMC8,jaccard,1.5621e-6,0.030566,0.49,0.46,24,49,0.42,162.96,0,0,NA
chr1,160819375,160823464,4090,*,RD142,LY9,jaccard,1.5644e-6,0.030584,0.14,-0.43,10,74,132.5,229.87,16,0.22,NA
chr1,100390825,100424221,33397,*,RD142,CDC14A,jaccard,1.5654e-6,0.03059,0.32,-0.64,11,34,49.78,56.22,1,0.03,NA
chr4,676210,678665,2456,*,RD142,MYL5,jaccard,1.5744e-6,0.030743,1,0.88,10,10,1.19,74.43,0,0,NA
chr3,43549849,43555277,5429,*,RD139,ANO10,jaccard,1.5748e-6,0.035735,0,-0.7,0,31,44.89,48.82,0,0,NA
chr17,82054976,82055161,186,*,RD142,GPS1,jaccard,1.575e-6,0.030743,0.54,-0.35,68,127,262.89,312.47,10,0.08,NA
chr20,63680720,63685522,4803,*,RD142,RTEL1;RTEL1-TNFRSF6B,jaccard,1.5754e-6,0.030743,0,-0.75,0,39,26.35,35.79,0,0,NA
chr19,34221739,34226407,4669,*,RD142,NA,jaccard,1.5765e-6,0.030748,0.74,0.35,198,268,103.9,243,1,0,NA
chr4,1251823,1270070,18248,*,RD142,CTBP1-DT;LOC105374346,jaccard,1.578e-6,0.030764,1,0.92,11,11,0.91,40.93,0,0,NA
chr9,136447016,136447226,211,*,RD140,SEC16A,jaccard,1.5855e-6,0.049688,0.44,0.4,43,98,16.47,164.13,1,0.01,NA
chr15,41466253,41470256,4004,*,RD142,RTF1,jaccard,1.5906e-6,0.03098,0.6,-0.3,44,73,188.78,199.13,29,0.4,NA
chr20,32474743,32511346,36604,*,RD143,NOL4L;LOC101929698,jaccard,1.5934e-6,0.041218,1,0.82,14,14,46.81,92.29,0,0,NA
chr22,37616998,37618447,1450,*,RD143,GGA1,jaccard,1.5953e-6,0.041224,0.24,-0.56,7,29,86.27,154.96,22,0.76,NA
chr6,28267214,28271853,4640,*,RD142,ZSCAN26,jaccard,1.5962e-6,0.031076,0,-0.96,0,13,22.56,30.79,13,1,NA
chr21,46367140,46385831,18692,*,RD140,PCNT,jaccard,1.5969e-6,0.049932,1,0.94,12,12,0.89,37.63,0,0,NA
chr1,9997332,10007569,10238,*,RD139,RBP7,jaccard,1.597e-6,0.036159,0.45,-0.47,26,58,226.73,249.26,0,0,NA
chr17,4894094,4894173,80,*,RD139,MINK1,jaccard,1.597e-6,0.036159,0.46,-0.4,24,52,298.51,332.33,28,0.54,NA
chr1,171710815,171719170,8356,*,RD142,VAMP4,jaccard,1.5992e-6,0.031118,0.25,-0.7,3,12,60.09,61.33,9,0.75,NA
chr2,135983455,135985793,2339,*,RD139,DARS1;DARS1-AS1,jaccard,1.6012e-6,0.036233,0.33,0.33,17,51,3.42,142.64,0,0,NA
chr17,82943148,82943821,674,*,RD142,NA,jaccard,1.6031e-6,0.031166,0.88,0.86,7,8,1.04,59.46,1,0.12,NA
chr16,74682787,74685485,2699,*,RD139,MLKL,jaccard,1.6072e-6,0.036331,0.58,-0.36,38,65,248.41,266.78,1,0.02,NA
chr17,1844687,1844973,287,*,RD143,RPA1,jaccard,1.6106e-6,0.041516,0.44,0.44,8,18,1.49,161.5,0,0,NA
chr1,248850517,248850681,165,*,RD143,ZNF692,jaccard,1.6107e-6,0.041516,0.64,-0.36,14,22,176.79,182.53,8,0.36,NA
chr11,72018514,72018822,309,*,RD143,NUMA1;LOC100128494,jaccard,1.6143e-6,0.041584,0.65,-0.35,11,17,209.6,211.22,6,0.35,NA
chr18,51059917,51065422,5506,*,RD139,SMAD4,jaccard,1.6188e-6,0.036552,0.57,-0.41,20,35,103.21,107.09,15,0.43,NA
chr14,90890679,90894412,3734,*,RD143,RPS6KA5,jaccard,1.6243e-6,0.041749,0.23,-0.73,3,13,48.81,51.38,10,0.77,NA
chr2,197501239,197510427,9189,*,RD139,HSPD1;HSPE1;HSPE1-MOB4,jaccard,1.6287e-6,0.036756,0.35,0.32,36,104,0.36,190.64,0,0,NA
chr12,100051222,100056188,4967,*,RD142,BLTP3B,jaccard,1.6289e-6,0.031622,0.68,0.65,15,22,0.66,55.94,0,0,NA
chr21,43959748,43967945,8198,*,RD142,AGPAT3,jaccard,1.6297e-6,0.031623,0.31,0.3,11,36,5.96,266.56,13,0.36,NA
chr7,150800829,150801535,707,*,RD139,TMEM176B;TMEM176A,jaccard,1.633e-6,0.036773,0.95,0.71,38,40,76.35,240.52,0,0,NA
chr3,42532125,42532241,117,*,RD142,VIPR1;VIPR1-AS1,jaccard,1.6372e-6,0.03174,0.72,0.68,18,25,0.27,113.62,0,0,NA
chrX,110003157,110003500,344,*,RD139,TMEM164,jaccard,1.6387e-6,0.036881,0.39,0.37,24,61,24.21,261.63,6,0.1,NA
chr1,956014,956094,81,*,RD139,NOC2L,jaccard,1.6431e-6,0.036961,0.55,-0.42,17,31,131.87,139.31,14,0.45,NA
chr12,57210880,57211175,296,*,RD139,LRP1,jaccard,1.6587e-6,0.03725,0.45,-0.41,56,125,134.72,145.96,41,0.33,NA
chr11,62854552,62855132,581,*,RD143,SNHG1,jaccard,1.6608e-6,0.042545,0.36,0.35,9,25,2.39,269.93,0,0,NA
chr3,126006629,126006716,88,*,RD143,SLC41A3,jaccard,1.6633e-6,0.042584,0.36,0.35,26,72,0.31,68.3,46,0.64,NA
chr16,11775014,11775406,393,*,RD142,ZC3H7A,jaccard,1.6674e-6,0.032218,0.71,0.69,10,14,1.4,77.71,4,0.29,NA
chr7,157410002,157416015,6014,*,RD143,DNAJB6,jaccard,1.6674e-6,0.042661,0.58,-0.3,84,146,250.66,299.04,62,0.42,NA
chr17,59930433,59931621,1189,*,RD139,RPS6KB1,jaccard,1.6682e-6,0.037404,1,0.63,29,29,8.17,73.59,0,0,NA
chr2,162273945,162276686,2742,*,RD142,IFIH1,jaccard,1.6724e-6,0.032301,0.66,-0.31,77,117,120.65,130.41,9,0.08,NA
chr7,101207725,101208852,1128,*,RD143,PLOD3,jaccard,1.6756e-6,0.042817,0.22,-0.54,10,45,92.01,119.7,35,0.78,NA
chr12,15883677,15889927,6251,*,RD142,STRAP,jaccard,1.6771e-6,0.032362,0.58,-0.3,85,147,333.73,355.31,22,0.15,NA
chr15,72266823,72267474,652,*,RD143,PARP6;CELF6,jaccard,1.6784e-6,0.042864,0.37,-0.47,26,71,96.66,139.58,42,0.59,NA
chr16,88710017,88710222,206,*,RD143,CTU2,jaccard,1.6817e-6,0.042922,0,-0.9,0,16,31.91,41.88,16,1,NA
chr11,6600266,6600485,220,*,RD139,RRP8,jaccard,1.6911e-6,0.037795,0.39,-0.47,22,56,85.09,90.48,1,0.02,NA
chr2,20318646,20326260,7615,*,RD143,PUM2,jaccard,1.6923e-6,0.043165,0.73,0.67,11,15,13.95,225.29,0,0,NA
chr3,48752318,48756378,4061,*,RD139,PRKAR2A,jaccard,1.6933e-6,0.037824,0.08,-0.85,1,12,55.14,67.15,0,0,NA
chr17,42189922,42190184,263,*,RD142,GHDC,jaccard,1.6955e-6,0.032702,0,-0.73,0,14,98.02,127.89,14,1,NA
chr11,65543550,65546441,2892,*,RD143,LTBP3,jaccard,1.6958e-6,0.043214,0.42,-0.46,21,50,137.82,194.99,5,0.1,NA
chr2,55568364,55573618,5255,*,RD143,PPP4R3B,jaccard,1.6963e-6,0.043214,0.32,-0.61,7,22,146.62,168.65,4,0.18,NA
chr21,44353866,44354647,782,*,RD143,TRPM2,jaccard,1.6981e-6,0.043233,0.12,-0.79,3,25,22.99,24.87,11,0.44,NA
chr11,65630605,65634125,3521,*,RD142,PCNX3,jaccard,1.6995e-6,0.032734,0.15,-0.75,2,13,98.51,123.58,11,0.85,NA
chr8,38316043,38318894,2852,*,RD142,NSD3,jaccard,1.6997e-6,0.032734,0.35,0.32,26,75,19.35,214.79,0,0,NA
chr3,49417974,49418166,193,*,RD142,NICN1;AMT,jaccard,1.7033e-6,0.032775,0.71,0.66,25,35,5.43,68.87,2,0.06,NA
chr18,62586908,62587580,673,*,RD143,ZCCHC2,jaccard,1.7054e-6,0.043365,0.69,0.68,18,26,2.79,56.84,6,0.23,NA
chr21,33506105,33511251,5147,*,RD142,NA,jaccard,1.7223e-6,0.033096,0.32,0.32,13,40,1.32,154.57,1,0.03,NA
chr11,63511841,63511929,89,*,RD139,LGALS12,jaccard,1.7231e-6,0.038325,1,0.81,15,15,3.02,63.41,0,0,NA
chr20,44621148,44622587,1440,*,RD139,PKIG;ADA,jaccard,1.7241e-6,0.038325,0.68,-0.3,64,94,177.2,190.78,0,0,NA
chr12,9669796,9687901,18106,*,RD143,CLEC2D,jaccard,1.7255e-6,0.043742,0.38,0.37,11,29,4.63,301.18,0,0,NA
chr11,119055844,119056069,226,*,RD139,NA,jaccard,1.7291e-6,0.038377,0,-0.79,0,13,76.22,78.57,0,0,NA
chr2,230513438,230515094,1657,*,RD143,SP100,jaccard,1.7342e-6,0.04391,0.89,0.86,8,9,0.79,54.53,1,0.11,NA
chr17,63703752,63704004,253,*,RD143,STRADA,jaccard,1.7354e-6,0.043915,0.64,0.36,58,91,177.82,296.97,31,0.34,NA
chr19,11578765,11578843,79,*,RD143,LOC124904638;ZNF627;ACP5,jaccard,1.7373e-6,0.043936,0.5,0.46,34,68,12.1,189.62,1,0.01,NA
chr5,53100535,53102096,1562,*,RD142,MOCS2,jaccard,1.7381e-6,0.033352,0.53,0.51,19,36,0.33,82.46,1,0.03,NA
chr19,35727270,35727437,168,*,RD143,KMT2B,jaccard,1.7384e-6,0.043936,0.44,-0.52,7,16,113.75,118.95,9,0.56,NA
chr14,104708733,104709280,548,*,RD139,INF2,jaccard,1.74e-6,0.038576,0.45,-0.51,13,29,93.45,102.58,16,0.55,NA
chr17,64536749,64537040,292,*,RD142,CEP95,jaccard,1.7413e-6,0.033397,0.6,-0.38,18,30,139.91,148.01,12,0.4,NA
chr5,176656817,176656894,78,*,RD139,TSPAN17,jaccard,1.7418e-6,0.038596,0,-0.63,0,24,89.39,123.78,24,1,NA
chr3,64022524,64022642,119,*,RD143,PSMD6,jaccard,1.7422e-6,0.044006,0.35,0.31,24,68,23.52,345.8,0,0,NA
chr11,64224718,64224800,83,*,RD142,TRPT1,jaccard,1.7425e-6,0.033405,0.49,-0.49,17,35,115.93,146.59,18,0.51,NA
chr2,152659010,152659092,83,*,RD139,PRPF40A,jaccard,1.7455e-6,0.038657,0.68,-0.3,32,47,179.04,186.3,15,0.32,NA
chr2,28310370,28338449,28080,*,RD143,BABAM2;LOC100505716,jaccard,1.7462e-6,0.044081,0.32,0.32,9,28,0.97,177.65,0,0,NA
chr18,31830985,31839311,8327,*,RD142,TRAPPC8,jaccard,1.7473e-6,0.033444,0.38,0.38,21,55,0.24,212.51,23,0.42,NA
chr6,107883147,107893481,10335,*,RD142,SEC63,jaccard,1.7473e-6,0.033444,0.22,-0.66,6,27,93.57,107.55,13,0.48,NA
chr15,66326365,66328969,2605,*,RD143,DIS3L,jaccard,1.7486e-6,0.044087,0.39,-0.59,7,18,72.26,75.12,0,0,NA
chr17,8289073,8289257,185,*,RD142,SLC25A35;RANGRF,jaccard,1.7488e-6,0.033444,0.24,-0.62,5,21,118.81,148.35,16,0.76,NA
chr19,47143606,47150201,6596,*,RD142,SAE1,jaccard,1.7493e-6,0.033444,0.33,-0.65,3,9,141.21,142.9,0,0,NA
chr14,21503578,21503663,86,*,RD139,METTL3,jaccard,1.7531e-6,0.038783,0.45,-0.5,27,60,100.13,116.79,33,0.55,NA
chr7,75562171,75562934,764,*,RD142,HIP1,jaccard,1.756e-6,0.03354,0,-0.87,0,9,59.05,59.95,9,1,NA
chr20,44582732,44589796,7065,*,RD142,PKIG;ADA,jaccard,1.7657e-6,0.033695,0,-0.72,0,31,65.1,85.96,0,0,NA
chr1,27102744,27103222,479,*,RD139,SLC9A1,jaccard,1.767e-6,0.03905,0.06,-0.68,1,16,116.86,124.55,0,0,NA
chr4,163585930,163613313,27384,*,RD142,MARCHF1,jaccard,1.768e-6,0.033701,0.24,-0.57,9,38,124.49,142.11,7,0.18,NA
chr22,21672382,21675063,2682,*,RD142,PPIL2,jaccard,1.7684e-6,0.033701,0.49,-0.5,22,45,76.23,80.42,0,0,NA
chr19,19001675,19003495,1821,*,RD143,SUGP2,jaccard,1.7706e-6,0.044559,0.32,0.32,13,40,8.75,189.71,0,0,NA
chr3,49738423,49747817,9395,*,RD143,IP6K1,jaccard,1.7733e-6,0.044574,0.59,-0.37,23,39,288.57,339.19,0,0,NA
chr10,125743277,125745706,2430,*,RD143,EDRF1-DT;EDRF1;EDRF1-AS1,jaccard,1.7756e-6,0.044605,0,-0.85,0,20,34.9,43.34,0,0,NA
chr3,184314675,184315762,1088,*,RD143,EIF4G1,jaccard,1.7798e-6,0.044657,0.53,0.49,10,19,7.55,255.61,1,0.05,NA
chr19,1942614,1969507,26894,*,RD139,CSNK1G2,jaccard,1.7799e-6,0.039313,0.32,0.3,14,44,9.15,377.11,8,0.18,NA
chr17,18302724,18306890,4167,*,RD143,NA,jaccard,1.7809e-6,0.044657,0.35,0.34,20,57,0.33,151.32,5,0.09,NA
chr16,15047921,15047996,76,*,RD142,NA,jaccard,1.7828e-6,0.03396,0.45,-0.49,25,55,97.91,139.87,0,0,NA
chr16,68348432,68352247,3816,*,RD142,PRMT7,jaccard,1.785e-6,0.033986,1,0.62,23,23,88,130.4,0,0,NA
chr2,36583470,36590902,7433,*,RD142,FEZ2,jaccard,1.7878e-6,0.033999,0.44,-0.49,22,50,73.75,76.98,0,0,NA
chr5,69371172,69373829,2658,*,RD142,NA,jaccard,1.7882e-6,0.033999,0.95,0.8,18,19,1.79,38.29,1,0.05,NA
chr3,197069261,197075836,6576,*,RD143,DLG1,jaccard,1.7886e-6,0.044795,0.83,0.73,30,36,27.6,61.85,0,0,NA
chr1,147271006,147272170,1165,*,RD142,CHD1L;LINC00624,jaccard,1.7902e-6,0.034023,0.31,-0.59,12,39,67.52,94.17,5,0.13,NA
chr10,79766325,79785817,19493,*,RD142,NUTM2B-AS1,jaccard,1.7971e-6,0.034106,0.69,0.67,22,32,0.15,76.16,0,0,NA
chr17,3640268,3647443,7176,*,RD139,CTNS,jaccard,1.8009e-6,0.039694,0,-0.62,0,73,32.35,38.93,0,0,NA
chr9,5914063,5924657,10595,*,RD143,KIAA2026,jaccard,1.8022e-6,0.045109,0.9,0.81,19,21,0.72,43.48,0,0,NA
chr18,50273864,50274185,322,*,RD143,MBD1,jaccard,1.8095e-6,0.045211,0.59,-0.35,49,83,182.59,250.7,0,0,NA
chr8,144523410,144524109,700,*,RD142,LRRC14;LRRC24,jaccard,1.812e-6,0.034327,1,0.8,19,19,9.87,61.01,0,0,NA
chr1,155232846,155233010,165,*,RD139,NA,jaccard,1.8146e-6,0.039975,0.6,0.57,21,35,3.64,63.92,14,0.4,NA
chr9,35092768,35093029,262,*,RD142,PIGO,jaccard,1.8167e-6,0.034351,0,-0.9,0,9,53.31,61.52,9,1,NA
chr8,141138138,141141202,3065,*,RD142,DENND3,jaccard,1.817e-6,0.034351,0.68,-0.3,68,100,219,245.83,8,0.08,NA
chr16,57055095,57055432,338,*,RD142,NLRC5,jaccard,1.8174e-6,0.034351,0.7,0.37,119,171,97.47,288.39,1,0.01,NA
chr15,98956870,98957060,191,*,RD139,IGF1R;SYNM-AS1,jaccard,1.8191e-6,0.040031,0.61,0.54,28,46,1.07,97.28,0,0,NA
chr19,5914490,5914562,73,*,RD139,NA,jaccard,1.8191e-6,0.040031,0.53,-0.41,17,32,260.66,278.35,15,0.47,NA
chr17,18261728,18262713,986,*,RD143,NA,jaccard,1.827e-6,0.045484,0.95,0.89,19,20,0.75,34.47,1,0.05,NA
chr9,129283059,129285466,2408,*,RD142,LINC02975;LOC107987133,jaccard,1.829e-6,0.034539,0.53,0.52,27,51,6.33,79.13,0,0,NA
chr8,58589576,58590006,431,*,RD142,NSMAF,jaccard,1.8291e-6,0.034539,0.6,-0.33,54,90,131.45,141.2,8,0.09,NA
chr15,76310065,76311349,1285,*,RD139,ETFA,jaccard,1.8327e-6,0.040308,1,0.87,11,11,7.7,195.38,0,0,NA
chr20,64265430,64267886,2457,*,RD139,NA,jaccard,1.8371e-6,0.040384,0.48,-0.46,31,65,102.67,128.1,0,0,NA
chr21,46126542,46131953,5412,*,RD139,COL6A2,jaccard,1.8438e-6,0.040467,0.33,-0.57,13,39,95.53,131.44,18,0.46,NA
chr8,143523498,143536256,12759,*,RD139,NA,jaccard,1.8438e-6,0.040467,0.41,0.39,16,39,2.79,186.4,0,0,NA
chr14,67690422,67691139,718,*,RD142,RDH11,jaccard,1.8494e-6,0.034892,0.63,-0.36,26,41,124.34,129.64,15,0.37,NA
chr8,89937076,89943252,6177,*,RD139,NBN,jaccard,1.8509e-6,0.040601,0.53,-0.44,16,30,140.88,148.06,0,0,NA
chr3,196234180,196237560,3381,*,RD142,PCYT1A;SLC51A,jaccard,1.8548e-6,0.034961,0.55,0.53,22,40,5.13,97.72,18,0.45,NA
chr17,75244718,75246508,1791,*,RD139,GGA3,jaccard,1.8605e-6,0.04077,0.32,-0.59,6,19,167.65,198.63,0,0,NA
chr17,39463118,39470881,7764,*,RD139,CDK12,jaccard,1.8659e-6,0.040849,0.92,0.83,11,12,16.66,73.47,0,0,NA
chrX,47145486,47147356,1871,*,RD139,RBM10,jaccard,1.8661e-6,0.040849,0.37,-0.55,16,43,166.17,217.55,19,0.44,NA
chr1,248850782,248853936,3155,*,RD139,ZNF692,jaccard,1.8674e-6,0.040849,0.53,-0.46,18,34,148.9,173.52,15,0.44,NA
chr11,124754764,124756206,1443,*,RD139,ESAM,jaccard,1.8718e-6,0.040887,0,-0.81,0,20,39.77,47.3,20,1,NA
chr1,175166738,175177610,10873,*,RD143,KIAA0040,jaccard,1.8741e-6,0.04649,0.54,-0.36,42,78,302.42,413.41,0,0,NA
chr7,105110369,105110476,108,*,RD142,KMT2E,jaccard,1.8743e-6,0.035297,0.43,-0.48,12,28,200.05,219.38,16,0.57,NA
chr14,75107488,75109684,2197,*,RD139,ZC2HC1C;NEK9,jaccard,1.8751e-6,0.040937,0.45,-0.45,33,74,98.07,101.35,0,0,NA
chr1,15719921,15721328,1408,*,RD142,PLEKHM2,jaccard,1.8765e-6,0.035322,0.03,-0.35,4,120,107.43,236.47,0,0,NA
chr11,64806369,64807010,642,*,RD143,MEN1,jaccard,1.8784e-6,0.046541,0.68,-0.3,28,41,140.86,145.66,13,0.32,NA
chr7,6436534,6445952,9419,*,RD142,DAGLB;KDELR2,jaccard,1.8812e-6,0.035395,0,-0.9,0,19,43.99,53.76,0,0,NA
chr1,182822200,182825780,3581,*,RD139,NPL,jaccard,1.883e-6,0.041066,0.28,-0.36,53,186,219.97,310.58,0,0,NA
chr5,178222935,178223319,385,*,RD139,PHYKPL,jaccard,1.8854e-6,0.041097,0.37,0.36,10,27,4.95,253.8,5,0.19,NA
chr1,160490686,160491124,439,*,RD143,SLAMF6,jaccard,1.8868e-6,0.046719,0.45,-0.51,9,20,131.69,145.35,11,0.55,NA
chr19,3543474,3543554,81,*,RD142,MFSD12;TEKTIP1,jaccard,1.8932e-6,0.035588,0.15,-0.73,6,40,42.43,74.48,0,0,NA
chr16,50068868,50070177,1310,*,RD143,HEATR3,jaccard,1.9009e-6,0.04695,0.08,-0.88,1,12,42.31,45.16,4,0.33,NA
chr19,49927816,49929325,1510,*,RD143,IL4I1;NUP62;ATF5,jaccard,1.9017e-6,0.04695,0.31,0.3,25,80,43.61,247.66,55,0.69,NA
chr9,94454071,94456239,2169,*,RD139,MFSD14B,jaccard,1.9049e-6,0.041458,0.6,-0.31,77,128,235.74,257.12,0,0,NA
chr1,52436979,52438219,1241,*,RD143,TUT4,jaccard,1.9071e-6,0.047054,0.7,0.59,32,46,29.45,113.49,3,0.07,NA
chr3,184137806,184137897,92,*,RD139,EIF2B5,jaccard,1.9082e-6,0.041507,0.51,-0.45,19,37,110.34,124.08,18,0.49,NA
chr19,571580,571857,278,*,RD143,BSG-AS1;BSG,jaccard,1.9092e-6,0.047056,0.86,0.81,18,21,0.69,28.84,3,0.14,NA
chr5,157243795,157244261,467,*,RD139,ITK,jaccard,1.9109e-6,0.041545,0.62,-0.33,20,32,244.19,247.96,12,0.38,NA
chr19,6667155,6667412,258,*,RD142,TNFSF14,jaccard,1.913e-6,0.035911,0.56,-0.43,9,16,206.84,214.78,7,0.44,NA
chr5,141938905,141939505,601,*,RD142,DELE1,jaccard,1.9151e-6,0.035935,0.47,0.39,37,79,15.54,197.82,42,0.53,NA
chr21,36369877,36372373,2497,*,RD142,MORC3,jaccard,1.918e-6,0.035972,0.66,-0.31,41,62,173.56,184.86,16,0.26,NA
chr5,41762201,41794002,31802,*,RD143,OXCT1,jaccard,1.9208e-6,0.04728,0.32,-0.64,13,40,65.31,68.37,12,0.3,NA
chr13,79366196,79366632,437,*,RD142,RBM26,jaccard,1.931e-6,0.036201,0.17,-0.64,5,30,70.83,119.71,9,0.3,NA
chr15,50304134,50354984,50851,*,RD143,GABPB1;GABPB1-AS1,jaccard,1.9349e-6,0.04757,0.56,0.54,10,18,0.73,120.82,6,0.33,NA
chr4,128867974,128871354,3381,*,RD143,JADE1;SCLT1,jaccard,1.9385e-6,0.047632,1,0.61,28,28,53.66,82.2,0,0,NA
chr14,22923161,22924007,847,*,RD139,PRMT5-AS1;PRMT5;LOC124903285,jaccard,1.9393e-6,0.042118,0.63,-0.33,31,49,118.84,121.69,18,0.37,NA
chr12,113288235,113288757,523,*,RD139,TPCN1,jaccard,1.9407e-6,0.042127,0.19,-0.49,22,117,46.04,123.95,23,0.2,NA
chr21,34792611,34799300,6690,*,RD143,RUNX1,jaccard,1.9431e-6,0.04771,0.41,-0.56,7,17,132.72,149.5,10,0.59,NA
chr1,231561256,231564527,3272,*,RD143,TSNAX-DISC1;TSNAX,jaccard,1.944e-6,0.04771,0.5,-0.46,15,30,148.68,170.07,2,0.07,NA
chr19,17267528,17268755,1228,*,RD139,USHBP1;BABAM1,jaccard,1.9528e-6,0.042322,0.57,0.4,54,95,59.19,332.43,40,0.42,NA
chr11,125895790,125895906,117,*,RD142,HYLS1;PUS3,jaccard,1.9585e-6,0.036631,0.97,0.71,38,39,35.19,44.67,1,0.03,NA
chr12,49642025,49642234,210,*,RD139,PRPF40B;FMNL3,jaccard,1.9627e-6,0.042515,0.84,0.78,16,19,14.4,69.39,3,0.16,NA
chr6,31836518,31837235,718,*,RD142,NA,jaccard,1.9662e-6,0.036744,0.41,0.3,93,225,90.95,524.29,0,0,NA
chr19,12705600,12705681,82,*,RD143,TNPO2,jaccard,1.9687e-6,0.048215,0,-0.87,0,10,80.32,96.53,10,1,NA
